UserID,LengthOfScreenName,LengthOfDescriptionInUserProfile,LifetimeAccountInMonth,NumberOfFollowings,NumberOfFollowers,NumberOfTweets,FollowingFollowerRatio,MeanTweetsPerDay,UrlInTweetsRate,UserMentionsRate,MeanTimeSecBetweenTweets,MaxTimeSecBetweenTweets,MeanNbMentionsPerTweet,MeanJaccardSimilarity,TypeOfUser
14118173,13,91,22,7099,7252,290,0.98,3.0,0.91,0.09,47889.0,410747.0,1.0,0.07,1
14118517,8,140,27,5416,5544,1680,0.98,11.0,0.25,0.74,7222.0,122776.0,1.0,0.08,1
14119816,12,160,23,48525,48611,27007,1.0,100.0,0.41,0.0,468.0,929.0,1.0,0.03,1
14119845,12,159,23,7578,7052,5788,1.07,18.0,0.48,0.3,4366.0,59191.0,2.0,0.08,1
14121525,10,67,22,2001,1719,2123,1.16,4.0,1.0,0.0,28097.0,229774.0,0.0,0.07,1
14131099,11,97,22,2739,2789,6083,0.98,13.0,0.1,0.74,7907.0,227995.0,1.0,0.04,1
14133288,13,65,24,29005,27303,273,1.06,2.0,0.94,0.0,143669.0,1780524.0,1.0,0.17,1
14134831,10,25,21,774,782,164,0.99,2.0,0.41,0.21,351666.0,11012291.0,1.0,0.04,1
14138443,12,131,27,503,219,100,2.3,2.0,0.61,0.49,641592.0,10625736.0,1.0,0.04,1
14138657,3,57,22,1127,551,212,2.05,2.0,0.84,0.14,145051.0,1215682.0,1.0,0.02,1
14146618,6,150,22,1829,1611,472,1.14,8.0,0.63,0.01,14414.0,720804.0,1.0,0.05,1
14151220,12,140,23,11894,12474,1892,0.95,3.0,0.93,0.1,30225.0,494310.0,1.0,0.04,1
14155663,13,0,23,746,5880,1049,0.13,3.0,0.5,0.1,34465.0,437657.0,1.0,0.06,1
14158133,13,20,25,207,69,222,3.0,2.0,0.42,0.15,70396.0,862847.0,1.0,0.04,1
14167013,7,22,24,1999,934,1104,2.14,2.0,0.94,0.0,85405.0,2158434.0,0.0,0.02,1
14169174,8,73,25,1156,683,532,1.69,3.0,0.64,0.15,117368.0,3721971.0,1.0,0.04,1
14170609,8,158,25,3589,4161,10902,0.86,39.0,0.2,0.68,1908.0,32813.0,1.0,0.04,1
14177844,4,30,21,3917,3643,963,1.08,5.0,0.9,0.1,20013.0,311517.0,1.0,0.05,1
14178758,15,36,22,1998,1660,708,1.2,2.0,0.34,0.63,51613.0,668280.0,1.0,0.03,1
14185487,11,55,27,425,253,415,1.68,3.0,0.74,0.13,93142.0,1388690.0,1.0,0.03,1
14185827,10,159,22,9048,9039,4,1.0,2.0,0.0,0.0,36353.0,122862.0,0.0,0.05,1
14196378,13,0,22,1965,862,73,2.28,5.0,0.99,0.0,411974.0,11478925.0,0.0,0.16,1
14200437,13,145,21,41544,40502,4422,1.03,9.0,0.31,0.67,10132.0,147303.0,1.0,0.07,1
14206085,10,138,27,8680,9660,4405,0.9,6.0,0.84,0.26,15692.0,162139.0,1.0,0.06,1
14212278,9,135,25,6115,6409,6169,0.95,43.0,0.32,0.65,1537.0,13618.0,2.0,0.05,1
14213042,14,109,21,7410,6949,880,1.07,3.0,0.64,0.26,54767.0,1206979.0,1.0,0.05,1
14213969,8,75,22,1241,890,43,1.39,2.0,0.98,0.0,1175859.0,21224284.0,0.0,0.06,1
14216821,9,159,25,16784,15259,2426,1.1,3.0,0.63,0.3,31172.0,225364.0,1.0,0.06,1
14221134,5,0,21,163,431,1061,0.38,2.0,0.4,0.43,107547.0,1016076.0,1.0,0.02,1
14235401,12,129,23,18426,20269,13905,0.91,33.0,0.28,0.0,2681.0,144581.0,1.0,0.03,1
14236327,12,156,26,9143,10177,190,0.9,3.0,0.23,0.74,228147.0,5378803.0,3.0,0.15,1
14239363,12,139,22,1181,940,981,1.26,6.0,0.8,0.04,18517.0,377963.0,1.0,0.07,1
14240899,11,80,26,525,155,20,3.39,1.0,0.25,0.25,112951.0,259278.0,1.0,0.0,1
14248266,9,88,21,8071,7425,5272,1.09,9.0,0.16,0.6,38887.0,4653298.0,2.0,0.04,1
14249388,9,49,22,5355,5642,491,0.95,4.0,0.06,0.39,113646.0,1984941.0,1.0,0.03,1
14249798,14,77,25,211,917,854,0.23,3.0,0.16,0.62,37543.0,268471.0,1.0,0.03,1
14251168,10,117,25,8664,9067,4337,0.96,2.0,1.0,0.05,38706.0,287673.0,1.0,0.11,1
14252975,13,65,21,15237,14284,3902,1.07,5.0,0.63,0.41,17144.0,194493.0,1.0,0.04,1
14253343,13,116,21,10324,9858,1465,1.05,3.0,0.37,0.48,39160.0,686488.0,1.0,0.06,1
14255846,7,68,21,15529,16729,1751,0.93,10.0,0.14,0.88,10495.0,178292.0,1.0,0.02,1
14257808,10,114,27,3808,3558,2265,1.07,17.0,0.97,0.02,4531.0,39939.0,1.0,0.19,1
14275501,10,44,27,2125,1982,1830,1.07,12.0,0.75,0.68,6319.0,89375.0,1.0,0.42,1
14278708,11,34,21,3382,8113,259,0.42,2.0,0.2,0.04,121884.0,1860938.0,1.0,0.11,1
14278915,9,37,21,8729,7941,1225,1.1,4.0,0.12,0.2,50267.0,1300818.0,1.0,0.09,1
14286401,10,118,23,9089,8690,1187,1.05,4.0,0.71,0.21,26435.0,286190.0,1.0,0.11,1
14306558,11,0,22,657,431,54,1.52,2.0,0.22,0.17,1106682.0,34868032.0,1.0,0.03,1
14310835,10,50,21,93,15,9,6.2,3.0,1.0,0.0,6186679.0,55634065.0,0.0,0.36,1
14313986,11,158,22,14776,24169,18107,0.61,16.0,0.35,0.58,4901.0,97960.0,2.0,0.04,1
14317166,10,113,21,1329,846,169,1.57,2.0,0.51,0.24,329350.0,10710346.0,1.0,0.03,1
14317480,5,133,22,12439,12090,8931,1.03,5.0,0.44,0.68,36089.0,687787.0,1.0,0.04,1
14323467,7,142,26,2298,2361,437,0.97,2.0,0.72,0.78,92109.0,946760.0,1.0,0.08,1
14335577,7,159,24,3526,3341,1060,1.06,5.0,0.62,0.28,21275.0,629942.0,1.0,0.04,1
14338005,11,108,27,103,81,345,1.27,2.0,0.47,0.13,155217.0,1384055.0,1.0,0.04,1
14339170,10,155,21,12751,12523,3466,1.02,7.0,0.52,0.75,16145.0,440008.0,2.0,0.05,1
14348419,12,64,20,8131,14215,734,0.57,7.0,0.94,0.08,24569.0,538255.0,1.0,0.05,1
14351877,9,57,21,462,258,345,1.79,2.0,0.77,0.4,104095.0,2207714.0,1.0,0.02,1
14358053,13,96,21,3580,3255,700,1.1,2.0,0.57,0.6,85468.0,873499.0,2.0,0.12,1
14364397,10,157,25,10790,10686,873,1.01,5.0,0.36,0.53,17743.0,257096.0,2.0,0.05,1
14365084,11,140,20,1994,1363,3128,1.46,3.0,0.25,0.46,45786.0,355223.0,1.0,0.05,1
14365379,12,107,25,1759,1637,819,1.07,15.0,0.69,0.05,5127.0,47946.0,1.0,0.11,1
14367635,6,64,21,16288,14965,16228,1.09,11.0,0.55,0.24,7651.0,63965.0,1.0,0.01,1
14368027,15,0,20,711,287,8,2.48,1.0,0.88,0.0,2833871.0,12390156.0,0.0,0.06,1
14371266,9,49,22,1821,1393,380,1.31,3.0,0.16,0.3,191832.0,6361039.0,1.0,0.06,1
14372559,11,81,21,985,1399,114,0.7,2.0,0.92,0.38,499385.0,40032244.0,1.0,0.06,1
14373091,8,158,22,14481,14238,104,1.02,2.0,0.11,0.45,370653.0,11892489.0,1.0,0.05,1
14378272,11,48,25,2267,2264,316,1.0,2.0,0.62,0.18,203903.0,5291172.0,1.0,0.06,1
14379113,7,0,26,1569,1553,933,1.01,10.0,0.72,0.88,14638.0,324541.0,1.0,0.73,1
14387385,14,0,21,477,122,21,3.91,2.0,0.52,0.24,2730209.0,31136550.0,1.0,0.55,1
14388366,8,36,25,2473,2620,1208,0.94,3.0,0.67,0.41,104032.0,2727294.0,1.0,0.05,1
14391473,5,142,20,1446,948,135,1.53,2.0,0.5,0.58,427350.0,40629520.0,1.0,0.04,1
14392094,14,81,20,2701,2688,140,1.0,4.0,0.09,0.79,99090.0,1669338.0,1.0,0.03,1
14394428,11,129,21,9558,8690,824,1.1,3.0,0.54,0.58,34277.0,407650.0,1.0,0.05,1
14401806,13,84,25,34440,36584,1412,0.94,2.0,0.51,0.36,65608.0,438402.0,1.0,0.07,1
14404371,7,71,21,827,729,268,1.13,3.0,0.81,0.07,139520.0,1828081.0,1.0,0.11,1
14405120,8,16,25,1402,793,230,1.77,1.0,0.96,0.0,201987.0,6253966.0,0.0,0.17,1
14405773,15,37,21,272,90,35,3.02,1.0,0.63,0.06,1654123.0,19885187.0,1.0,0.02,1
14417392,8,54,20,2721,3201,375,0.85,2.0,0.31,0.3,213314.0,13580953.0,1.0,0.05,1
14426942,11,137,21,12095,11088,4377,1.09,6.0,0.34,0.62,20846.0,701296.0,2.0,0.04,1
14429823,9,88,25,68111,64817,15208,1.05,18.0,0.62,0.44,4296.0,44018.0,2.0,0.03,1
14433036,11,88,21,2635,2451,260,1.08,2.0,0.09,0.14,197806.0,10106735.0,1.0,0.06,1
14435478,12,147,20,10232,9307,595,1.1,3.0,0.48,0.38,33954.0,185558.0,2.0,0.03,1
14439302,9,96,23,2001,1744,5731,1.15,8.0,0.94,0.06,10461.0,161703.0,1.0,0.18,1
14444226,10,88,22,5531,5025,383,1.1,2.0,0.96,0.06,135158.0,3191181.0,1.0,0.1,1
14449469,10,0,23,1253,709,14,1.77,1.0,1.0,0.0,362189.0,1812162.0,0.0,0.16,1
14449487,14,0,22,1203,146,3,8.24,1.0,1.0,0.0,229479.0,451981.0,0.0,0.04,1
14451294,11,89,24,54579,52016,13644,1.05,6.0,0.69,0.31,13917.0,144275.0,1.0,0.15,1
14451520,9,24,22,2000,1566,87,1.28,3.0,0.19,0.06,710330.0,17858057.0,1.0,0.04,1
14453409,14,90,26,2039,1853,46,1.1,2.0,0.58,0.04,604567.0,5706135.0,1.0,0.07,1
14453620,11,150,21,6533,6261,1728,1.04,5.0,0.22,0.09,18078.0,408603.0,2.0,0.05,1
14453833,12,10,23,2314,2352,703,0.98,3.0,0.15,0.57,35473.0,527346.0,1.0,0.06,1
14457457,10,111,20,3710,3879,3369,0.96,6.0,0.27,0.56,16265.0,257682.0,1.0,0.09,1
14463523,6,46,21,5126,5586,219,0.92,2.0,0.84,0.31,264417.0,12626930.0,1.0,0.1,1
14463537,10,99,20,1850,1691,115,1.09,10.0,0.92,0.02,475514.0,52533105.0,1.0,0.02,1
14464835,10,160,23,4001,3790,7298,1.06,50.0,0.28,0.05,1433.0,5100.0,1.0,0.04,1
14466304,6,49,21,6091,5763,274,1.06,2.0,0.64,0.2,114907.0,3653676.0,1.0,0.06,1
14466733,7,95,20,1134,2442,1014,0.46,3.0,0.77,0.18,33791.0,258027.0,1.0,0.04,1
14468043,12,152,25,95035,96681,10560,0.98,25.0,0.08,0.44,3190.0,24301.0,2.0,0.08,1
14470037,9,140,21,5355,25234,3991,0.21,6.0,0.86,0.72,19965.0,253574.0,1.0,0.05,1
14478399,12,158,21,641,515,1765,1.24,9.0,1.0,0.0,9688.0,197715.0,0.0,0.06,1
14485062,8,66,25,2602,2444,1252,1.06,7.0,0.58,0.14,12866.0,199785.0,1.0,0.08,1
14486811,9,74,21,31944,36286,18605,0.88,7.0,0.86,0.66,12668.0,160142.0,1.0,0.04,1
14501811,13,86,24,306,41,300,7.46,1.0,0.33,0.27,214853.0,1392579.0,1.0,0.04,1
14505596,12,150,25,22814,22233,31435,1.03,3.0,0.36,0.57,64818.0,384149.0,5.0,0.16,1
14507201,12,122,20,13733,12501,386,1.1,2.0,0.62,0.44,127524.0,1674184.0,1.0,0.03,1
14511995,4,148,20,5320,4888,4664,1.09,17.0,0.06,0.6,4925.0,57375.0,1.0,0.05,1
14515351,10,0,21,710,274,307,2.59,2.0,0.48,0.51,161573.0,1526984.0,2.0,0.05,1
14516920,12,58,20,15677,30225,565,0.52,3.0,0.89,0.59,33253.0,250175.0,1.0,0.04,1
14517930,9,123,21,13275,12133,940,1.09,3.0,0.22,0.31,54522.0,1054025.0,1.0,0.05,1
14518714,12,160,26,26150,23853,4700,1.1,5.0,0.41,0.51,17530.0,90618.0,2.0,0.05,1
14522944,7,160,20,13123,13133,5370,1.0,22.0,0.78,0.63,7143.0,755020.0,1.0,0.05,1
14536664,11,41,21,7481,7436,1355,1.01,11.0,0.79,0.49,7647.0,72722.0,2.0,0.04,1
14536884,6,79,21,839,584,85,1.44,4.0,0.38,0.1,381797.0,24026857.0,1.0,0.15,1
14538308,8,0,22,604,266,190,2.27,2.0,0.15,0.31,307161.0,4839398.0,1.0,0.03,1
14542251,3,12,23,882,126,11,7.0,1.0,0.64,0.36,5324888.0,22712103.0,1.0,0.14,1
14546963,10,21,20,1160,680,92,1.71,2.0,0.96,0.02,594448.0,21984197.0,1.0,0.05,1
14548188,6,78,22,4739,4315,14148,1.1,50.0,1.0,0.0,1370.0,16231.0,0.0,0.2,1
14548883,6,121,21,10422,10630,1656,0.98,4.0,0.98,0.01,24443.0,169980.0,2.0,0.05,1
14562016,15,159,20,24478,32611,2041,0.75,9.0,0.56,0.6,10327.0,256635.0,2.0,0.03,1
14563984,7,30,20,8438,7688,840,1.1,4.0,0.3,0.66,40993.0,429775.0,1.0,0.07,1
14564148,6,20,20,2001,600,18909,3.33,67.0,1.0,0.0,691.0,3732.0,0.0,0.04,1
14565842,10,16,23,431,350,902,1.23,2.0,0.12,0.66,89532.0,2386447.0,2.0,0.05,1
14573272,6,48,20,3283,3309,13096,0.99,22.0,0.22,0.73,3482.0,53490.0,1.0,0.03,1
14574552,9,110,23,2738,2491,418,1.1,3.0,0.91,0.07,36283.0,523360.0,1.0,0.39,1
14588236,12,123,25,1559,2409,1556,0.65,4.0,0.54,0.01,32221.0,450348.0,1.0,0.02,1
14609388,10,159,20,5495,9573,2423,0.57,4.0,0.99,0.05,23155.0,178780.0,1.0,0.15,1
14624975,7,31,21,4708,4714,1342,1.0,2.0,0.61,0.26,47398.0,467456.0,2.0,0.08,1
14627467,14,0,25,846,262,780,3.23,6.0,0.91,0.04,32355.0,1973759.0,1.0,0.06,1
14631818,11,26,23,1342,1246,1124,1.08,4.0,0.98,0.03,22041.0,180202.0,1.0,0.58,1
14634648,6,150,24,17806,19223,839,0.93,2.0,0.31,0.28,115221.0,710252.0,1.0,0.03,1
14635511,7,98,20,351,88,104,3.99,3.0,0.13,0.59,494722.0,28640110.0,1.0,0.05,1
14660169,11,137,20,4733,4302,469,1.1,7.0,0.14,0.95,50416.0,1944967.0,1.0,0.58,1
14660807,15,49,21,1002,748,1401,1.34,3.0,0.79,0.66,51526.0,430256.0,1.0,0.04,1
14664352,14,111,25,49,21,256,2.33,5.0,0.34,0.58,55874.0,1970652.0,1.0,0.1,1
14665515,7,34,23,3227,3909,433,0.83,2.0,0.87,0.14,108662.0,776234.0,1.0,0.08,1
14669269,11,117,20,2767,2551,5399,1.08,12.0,0.93,0.08,7133.0,61773.0,1.0,0.13,1
14675924,12,91,20,13059,13128,558,0.99,2.0,0.9,0.14,104974.0,1714521.0,2.0,0.06,1
14680117,11,43,20,785,453,70,1.73,2.0,0.94,0.0,766678.0,22125605.0,0.0,0.17,1
14685772,10,42,23,1215,750,1834,1.62,7.0,0.69,0.71,13700.0,133301.0,1.0,0.12,1
14688076,8,153,19,13343,15227,832,0.88,3.0,0.52,0.34,49278.0,512538.0,1.0,0.04,1
14694363,12,37,20,2271,2068,760,1.1,8.0,0.98,0.07,13012.0,254922.0,1.0,0.02,1
14694781,7,147,21,1642,807,91,2.03,2.0,0.27,0.47,562180.0,15040480.0,1.0,0.04,1
14697488,5,40,23,3841,3857,50,1.0,1.0,0.02,0.1,1211295.0,28275928.0,1.0,0.02,1
14703881,9,98,21,6858,6961,211,0.99,1.0,0.98,0.02,126442.0,2460029.0,1.0,0.1,1
14713235,14,63,24,79802,82935,1284,0.96,3.0,0.76,0.16,52008.0,438704.0,1.0,0.08,1
14715936,12,83,20,7651,6993,1819,1.09,5.0,0.63,0.08,28530.0,1317065.0,1.0,0.18,1
14723947,8,140,21,20752,19356,3312,1.07,13.0,0.94,0.04,5917.0,30847.0,1.0,0.08,1
14727583,12,0,23,82,0,2,0.0,1.0,0.0,0.0,27552795.0,55105590.0,0.0,0.0,1
14729305,13,146,24,280,93,452,3.01,3.0,0.25,0.29,73307.0,994339.0,1.0,0.04,1
14732187,11,160,20,28015,28138,10939,1.0,6.0,0.76,0.49,19567.0,408438.0,2.0,0.03,1
14736017,11,65,20,509,82,101,6.21,1.0,0.17,0.22,543468.0,13275064.0,1.0,0.04,1
14743861,8,109,20,1407,648,279,2.17,3.0,0.53,0.19,98920.0,4053023.0,1.0,0.05,1
14744838,12,63,25,26084,24394,7944,1.07,12.0,0.89,0.07,6753.0,88451.0,2.0,0.03,1
14756925,12,156,20,9767,9175,6960,1.06,6.0,0.22,0.54,14698.0,173108.0,2.0,0.07,1
14759377,6,120,19,14126,13189,4946,1.07,17.0,1.0,0.03,49422.0,8892657.0,1.0,0.05,1
14762412,6,69,23,464,502,3069,0.92,7.0,0.24,0.64,11795.0,127969.0,1.0,0.03,1
14768661,11,139,23,44956,48960,565,0.92,3.0,0.27,0.49,54878.0,480370.0,1.0,0.06,1
14771319,11,143,25,3700,3842,2287,0.96,5.0,0.94,0.06,20307.0,344364.0,1.0,0.05,1
14777649,10,155,22,30665,29184,8709,1.05,18.0,0.41,0.82,4372.0,91446.0,1.0,0.04,1
14791865,10,85,24,568,58,72,9.79,5.0,0.0,0.84,800489.0,14696433.0,1.0,0.31,1
14797114,8,105,24,2418,2300,2967,1.05,3.0,0.76,0.58,74031.0,1544222.0,1.0,0.07,1
14807631,12,157,20,939,1088,296,0.86,2.0,0.97,0.02,77826.0,565399.0,1.0,0.22,1
14808307,13,140,19,44525,44541,33841,1.0,66.0,0.18,0.88,492.0,22069.0,2.0,0.05,1
14813318,14,66,19,11990,11779,697,1.02,3.0,0.36,0.63,71593.0,2418556.0,2.0,0.05,1
14815178,9,54,21,110,37,16,2.97,3.0,0.94,0.0,508553.0,7874433.0,0.0,0.16,1
14817909,12,31,25,1974,1186,462,1.66,4.0,0.38,0.4,40516.0,1184402.0,1.0,0.06,1
14823092,12,156,19,8551,7996,4899,1.07,33.0,0.66,0.36,1913.0,5291.0,7.0,0.11,1
14826792,10,0,20,841,561,530,1.5,3.0,0.35,0.37,38392.0,262164.0,1.0,0.03,1
14833707,7,61,19,12440,11331,161,1.1,2.0,0.33,0.26,317488.0,16358774.0,1.0,0.04,1
14835575,5,101,24,1164,1267,587,0.92,9.0,0.84,0.08,8949.0,43853.0,1.0,0.04,1
14840993,11,50,19,7927,7466,2006,1.06,21.0,0.77,0.69,3687.0,70282.0,1.0,0.08,1
14842048,12,77,23,1100,290,37,3.79,3.0,0.65,0.13,22048.0,91887.0,1.0,0.09,1
14847079,6,51,20,2727,2536,156,1.08,3.0,0.62,0.31,341876.0,11776903.0,1.0,0.08,1
14850079,11,131,24,33310,40231,6815,0.83,20.0,0.69,0.31,3654.0,46785.0,2.0,0.03,1
14852661,7,74,20,3222,3791,797,0.85,3.0,0.28,0.55,39833.0,283823.0,1.0,0.03,1
14854312,3,29,19,765,92,1,8.32,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1
14865176,9,0,19,567,365,370,1.55,3.0,0.38,0.07,55702.0,520789.0,1.0,0.04,1
14868734,11,58,24,546,387,176,1.41,4.0,0.77,0.09,167953.0,8753929.0,1.0,0.12,1
14881278,5,147,19,1862,746,17942,2.5,50.0,1.0,0.0,1194.0,31930.0,0.0,0.24,1
14882482,7,121,19,842,137,128,6.15,3.0,0.98,0.16,401679.0,31886581.0,1.0,0.11,1
14895944,15,50,19,796,425,1946,1.87,4.0,0.16,0.06,22521.0,138195.0,1.0,0.03,1
14902260,12,59,20,16770,16548,2241,1.01,4.0,0.99,0.04,19869.0,182952.0,1.0,0.03,1
14912789,8,68,20,18087,64767,696,0.28,3.0,0.61,0.4,46806.0,612381.0,1.0,0.11,1
14914477,10,38,19,4769,5641,2662,0.85,3.0,0.58,0.03,61843.0,2991593.0,1.0,0.04,1
14915003,7,66,19,1537,1189,1607,1.29,25.0,0.98,0.02,18224.0,3049134.0,1.0,0.04,1
14919153,7,127,24,1392,589,262,2.36,2.0,0.88,0.14,46530.0,881648.0,2.0,0.04,1
14921445,9,75,19,62,78,297,0.79,3.0,0.93,0.4,245635.0,8547507.0,1.0,0.24,1
14927543,15,140,21,2677,2845,3677,0.94,5.0,0.22,0.6,31522.0,926750.0,1.0,0.03,1
14938975,8,0,24,2836,3041,11,0.93,2.0,0.91,0.27,430198.0,1792604.0,1.0,0.01,1
14947437,7,106,22,8457,8765,1917,0.96,3.0,0.29,0.41,61181.0,623315.0,1.0,0.02,1
14949732,8,158,20,1626,1893,257,0.86,5.0,0.15,0.12,101403.0,5184831.0,1.0,0.19,1
14957886,8,18,24,1912,479,713,3.99,11.0,1.0,0.0,7449.0,107096.0,0.0,0.12,1
14957974,12,24,24,2001,485,134,4.13,3.0,0.99,0.01,292589.0,29574413.0,2.0,0.07,1
14962266,9,106,22,3919,6598,4089,0.59,30.0,0.96,0.03,3046.0,129330.0,1.0,0.06,1
14962906,14,159,19,23244,24159,5425,0.96,29.0,0.88,0.1,2598.0,10783.0,1.0,0.03,1
14964744,11,119,19,6008,5462,1290,1.1,3.0,0.86,0.07,29701.0,196478.0,1.0,0.1,1
14968179,10,110,20,11708,10727,4434,1.09,5.0,0.99,0.05,17380.0,201609.0,1.0,0.16,1
14972202,13,89,20,1469,1480,1567,0.99,7.0,0.5,0.09,17073.0,333133.0,1.0,0.07,1
14990022,15,64,21,270,206,633,1.31,2.0,0.32,0.57,115183.0,2678211.0,1.0,0.04,1
14997308,10,158,19,6681,7014,1375,0.95,5.0,0.45,0.82,21581.0,271462.0,1.0,0.06,1
15006749,11,55,19,1035,868,343,1.19,4.0,0.3,0.09,87701.0,3459442.0,1.0,0.09,1
15014107,14,58,23,1416,1445,2067,0.98,9.0,0.68,0.36,11256.0,302377.0,1.0,0.03,1
15014405,13,152,22,97457,102788,45301,0.95,27.0,0.36,0.59,1641.0,15154.0,1.0,0.05,1
15021556,11,130,24,2002,1564,5161,1.28,80.0,0.02,0.88,703.0,47369.0,1.0,0.06,1
15026094,14,28,25,5127,4737,396,1.08,2.0,0.52,0.32,121139.0,4136891.0,1.0,0.14,1
15032604,11,159,19,7292,6629,269,1.1,2.0,0.33,0.34,85206.0,476457.0,1.0,0.07,1
15037964,15,132,24,455,1040,1377,0.44,6.0,0.55,0.35,14404.0,259248.0,1.0,0.07,1
15038084,7,39,20,1274,854,46,1.49,1.0,0.89,0.09,1150263.0,11110603.0,1.0,0.03,1
15040652,13,108,23,2828,2585,2959,1.09,5.0,0.46,0.27,15541.0,94497.0,1.0,0.04,1
15042759,9,76,18,7827,7820,56,1.0,1.0,0.11,0.18,600216.0,6522883.0,1.0,0.06,1
15043574,12,142,18,4794,4362,1529,1.1,7.0,1.0,0.0,12293.0,59687.0,0.0,0.04,1
15044346,13,95,19,2323,2369,935,0.98,14.0,0.01,0.92,36060.0,2995598.0,1.0,0.11,1
15044502,12,157,19,61162,61292,14567,1.0,15.0,0.38,0.56,5027.0,86979.0,3.0,0.05,1
15052873,9,115,21,11460,12156,755,0.94,4.0,0.74,0.33,34051.0,614848.0,1.0,0.04,1
15057807,11,67,21,220,79,262,2.78,5.0,0.54,0.62,65912.0,2090813.0,1.0,0.14,1
15074042,10,23,18,790,461,54,1.71,2.0,1.0,0.02,117120.0,616717.0,1.0,0.05,1
15079844,12,134,19,3242,3885,11177,0.83,11.0,0.79,0.11,7555.0,54659.0,1.0,0.05,1
15086161,8,48,18,2958,3163,1061,0.94,8.0,0.88,0.08,15063.0,310995.0,1.0,0.08,1
15099352,9,96,18,18666,17468,811,1.07,2.0,0.98,0.05,50979.0,477518.0,1.0,0.08,1
15102377,8,124,19,1933,1293,1255,1.49,2.0,0.85,0.26,205195.0,24678410.0,1.0,0.13,1
15102725,10,160,19,476,488,372,0.98,2.0,0.72,0.27,193043.0,14774430.0,1.0,0.05,1
15102934,9,64,20,20676,18799,5015,1.1,9.0,0.84,0.02,10372.0,233576.0,1.0,0.03,1
15108633,4,75,21,961,594,3284,1.62,11.0,0.16,0.6,9909.0,649416.0,1.0,0.04,1
15109598,12,36,19,6660,6523,2605,1.02,17.0,1.0,0.0,4785.0,21897.0,0.0,0.02,1
15110598,12,158,20,641,336,589,1.91,6.0,0.17,0.42,14229.0,94248.0,1.0,0.04,1
15111357,13,90,21,762,915,1121,0.83,7.0,0.09,0.57,15254.0,320979.0,1.0,0.08,1
15112316,13,159,20,16040,15837,4247,1.01,7.0,0.0,0.46,13252.0,145938.0,3.0,0.06,1
15113009,8,52,18,1784,1403,114,1.27,3.0,0.35,0.43,404098.0,10631749.0,1.0,0.18,1
15141923,12,100,20,12334,11275,146,1.09,2.0,0.7,0.18,324725.0,6468699.0,1.0,0.08,1
15146188,9,156,19,1516,1180,241,1.28,17.0,0.99,0.01,5052.0,78381.0,1.0,0.33,1
15163261,9,28,18,6417,6322,6193,1.02,25.0,0.25,0.68,2790.0,56968.0,1.0,0.03,1
15164181,6,96,19,1772,1392,268,1.27,2.0,0.53,0.02,116170.0,1386120.0,1.0,0.05,1
15168449,12,0,19,2001,842,103,2.38,2.0,0.99,0.01,61785.0,1193265.0,1.0,0.22,1
15169907,7,66,21,13247,28354,1451,0.47,5.0,0.62,0.57,18692.0,179243.0,1.0,0.05,1
15171124,15,117,19,2229,2746,332,0.81,2.0,0.33,0.44,110299.0,2074121.0,1.0,0.05,1
15171329,12,50,18,2894,4312,135,0.67,2.0,0.64,0.16,175998.0,2861307.0,1.0,0.09,1
15176832,10,147,19,1496,924,71,1.62,4.0,0.56,0.48,915939.0,48415749.0,1.0,0.03,1
15181209,9,86,23,6136,6939,5233,0.88,15.0,0.93,0.1,5275.0,46037.0,1.0,0.07,1
15184942,9,144,18,6506,6359,2411,1.02,10.0,0.59,0.36,8308.0,114854.0,3.0,0.09,1
15193239,8,117,18,16118,19133,4990,0.84,12.0,0.95,0.06,6886.0,106221.0,1.0,0.03,1
15194772,7,0,20,3832,3631,1665,1.06,3.0,0.91,0.05,47700.0,1020613.0,1.0,0.06,1
15202507,14,156,18,16402,16171,2586,1.01,4.0,0.6,0.19,35184.0,609278.0,1.0,0.08,1
15202752,9,96,18,763,764,121,1.0,2.0,0.1,0.37,233946.0,14609100.0,1.0,0.03,1
15211524,12,89,18,11567,11649,2020,0.99,3.0,0.77,0.2,86552.0,1710148.0,2.0,0.05,1
15213262,13,54,19,1741,1115,260,1.56,3.0,0.46,0.49,223468.0,24245713.0,1.0,0.03,1
15214601,8,125,19,56362,54851,10192,1.03,40.0,0.59,0.02,1875.0,14295.0,3.0,0.04,1
15218913,13,113,19,617,50,2,12.34,2.0,0.0,0.0,2664.0,5329.0,0.0,0.04,1
15222519,13,63,19,5899,5362,185,1.1,2.0,0.84,0.05,358722.0,27604637.0,5.0,0.06,1
15229103,11,148,24,585,793,3131,0.74,22.0,0.23,0.79,3677.0,116867.0,2.0,0.05,1
15235767,9,54,18,4098,3725,3377,1.1,7.0,1.0,0.0,13260.0,160823.0,0.0,0.05,1
15248178,14,153,22,2982,2710,536,1.1,4.0,0.68,0.14,28894.0,344475.0,1.0,0.03,1
15251309,12,155,21,7250,6608,5476,1.1,10.0,0.24,0.66,8629.0,226200.0,1.0,0.05,1
15254146,15,151,24,28380,26047,4190,1.09,6.0,0.54,0.25,32804.0,935929.0,1.0,0.04,1
15265269,11,144,18,15425,16695,19585,0.92,21.0,0.3,0.71,3703.0,51363.0,1.0,0.09,1
15267659,8,160,24,362,610,350,0.59,3.0,0.73,0.49,42050.0,361891.0,1.0,0.03,1
